date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:44	372/372	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/before.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/before.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:44	584/584	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/title-image.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/title-image.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:44	29488/29488	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/pattern.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/pattern.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:44	17132/17132	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/home.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/home.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:45	1808/1808	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202024%2006:40:35%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/shape-1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/shape-1.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:47	71668/71668	---M--	200	added ('OK')	image/png	date:Sun,%2009%20Jun%202024%2010:11:48%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pattern1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pattern1.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:48	304/304	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/before-white.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/before-white.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:48	28685/28685	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/bg-shape.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/bg-shape.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:48	133600/133600	---M--	200	added ('OK')	image/jpeg	date:Sun,%2009%20Jun%202024%2010:11:48%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/service-six-bg.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/service-six-bg.jpg	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:49	30467/30467	---M--	200	added ('OK')	image/png	date:Mon,%2030%20Sep%202024%2010:28:52%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pattern-4.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pattern-4.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:50	22726/22726	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/pattern3.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/pattern3.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:50	52588/52588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/bg-booking.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/bg-booking.jpg	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:51	757/757	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/bk-shape.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/bk-shape.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:52	51187/51187	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Oct%202024%2006:40:35%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/doted-1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/doted-1.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:53	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:53%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-1.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-1.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:53	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:54%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-2.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-2.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:54	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:54%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-3.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-3.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:55	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:55%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-4.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-4.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:56	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:56%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-5.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-5.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:57	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:57%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-6.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-6.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:58	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:58%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-7.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-7.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:58	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:59%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-8.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-8.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:55:59	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:25:59%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-9.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-9.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:00	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:00%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-10.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-10.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:01	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:01%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-11.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/footer-bg-11.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:03	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:02%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/pattern-7.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/pattern-7.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:04	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:03%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/pattern-3.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/pattern-3.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:05	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:05%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/cat-1-bg.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/cat-1-bg.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:06	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:06%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/cat-2-bg.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/cat-2-bg.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:06	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:07%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/cat-3-bg.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/cat-3-bg.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:07	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:07%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/cat-4-bg.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/cat-4-bg.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:08	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:08%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/pattern-8.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/pattern-8.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:09	1251/1251	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Jul%202025%2017:26:09%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/shape-7.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/shape-7.png	(from https://html.kodesolution.com/2023/hoexr-html/css/style.css)
22:56:10	42454/42454	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-2.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-2.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:11	39082/39082	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-3.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-3.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:12	35880/35880	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-4.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-4.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:12	45653/45653	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-5.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-5.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:13	44017/44017	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-2-single.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-2-single.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:13	35734/35734	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-3-single.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-3-single.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:14	32506/32506	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-4-single.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-4-single.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:15	42289/42289	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-5-single.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-5-single.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:15	54337/54337	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-1-dark.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-1-dark.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:16	42498/42498	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-2-dark.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-2-dark.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:16	39137/39137	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-3-dark.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-3-dark.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:17	35944/35944	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-4-dark.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-4-dark.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:18	45708/45708	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-5-dark.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-5-dark.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:19	55996/55996	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/index-1-rtl.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/index-1-rtl.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:20	20996/20996	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-rooms.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-rooms.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:21	19321/19321	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-rooms-suite.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-rooms-suite.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:22	21951/21951	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-faq.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-faq.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:22	17763/17763	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-testimonial.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-testimonial.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:23	2363/2363	---MCZ	200	added ('OK')	text/html	date:Sat,%2019%20Oct%202024%2013:33:04%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-404.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-404.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:24	19386/19386	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/page-team.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/page-team.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:24	23285/23285	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/shop-products.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/shop-products.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:25	26401/26401	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/shop-products-sidebar.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/shop-products-sidebar.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:26	31398/31398	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/shop-product-details.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/shop-product-details.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:26	21081/21081	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/shop-cart.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/shop-cart.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:27	23467/23467	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/shop-checkout.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/shop-checkout.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:28	67753/67753	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/elements.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/elements.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:29	21395/21395	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jan%202025%2005:21:22%20GMT	https://html.kodesolution.com/2023/hoexr-html/news-grid.html	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/news-grid.html	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:29	1359/1359	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/logo-v5-black.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/logo-v5-black.png	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:30	1081/1081	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/exp-icon.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/exp-icon.png	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:30	52224/52224	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Dec%202024%2007:30:47%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/mixitup.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/mixitup.js	(from https://html.kodesolution.com/2023/hoexr-html/index.html)
22:56:30	330/330	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/icons/search.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/icons/search.png	(from https://html.kodesolution.com/2023/hoexr-html/page-contact.html)
22:56:31	90963/90963	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/page-title-bg.png	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/page-title-bg.png	(from https://html.kodesolution.com/2023/hoexr-html/page-contact.html)
22:56:31	520717/520717	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/jquery-ui.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/jquery-ui.js	(from https://html.kodesolution.com/2023/hoexr-html/page-contact.html)
22:56:31	85303/85303	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/owl.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/owl.js	(from https://html.kodesolution.com/2023/hoexr-html/page-contact.html)
22:56:32	24601/24601	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/jquery.validate.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/jquery.validate.min.js	(from https://html.kodesolution.com/2023/hoexr-html/page-contact.html)
22:56:32	17094/17094	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/js/jquery.form.min.js	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/js/jquery.form.min.js	(from https://html.kodesolution.com/2023/hoexr-html/page-contact.html)
22:56:32	101013/101013	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/food-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/food-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:32	30705/30705	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/food-list.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/food-list.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:33	29136/29136	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/food-list-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/food-list-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:33	484400/484400	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/background/3.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/background/3.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:33	8985/8985	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/client.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/client.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:33	10825/10825	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/client-2.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/client-2.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:33	11138/11138	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/client-3.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/client-3.jpg	(from https://html.kodesolution.com/2023/hoexr-html/page-about.html)
22:56:34	66929/66929	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/room-6.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/room-6.jpg	(from https://html.kodesolution.com/2023/hoexr-html/room-details.html)
22:56:34	4729/4729	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Nov%202023%2009:07:20%20GMT	https://html.kodesolution.com/2023/hoexr-html/images/resource/news-info-1.jpg	D:/Delhi/Hotel%20Single%20Page/html.kodesolution.com/2023/hoexr-html/images/resource/news-info-1.jpg	(from https://html.kodesolution.com/2023/hoexr-html/room-details.html)
